,Số báo danh,Cụm thi,Toán,Ngữ văn,Ngoại ngữ,Vật lý,Hóa học,Sinh học,Lịch sử,Địa lý,GDCD
0,14006747,14 - Sở GDĐT Sơn La,,,,,,,,,
1,13002827,13 - Sở GDĐT Yên Bái,,1.25,,,,,,,
2,04006907,04 - Sở GDĐT Đà Nẵng,,1.50,,,,,,,
3,06000640,06 - Sở GDĐT Cao Bằng,,1.50,,,,,,,
4,15008444,15 - Sở GDĐT Phú Thọ,,1.75,,,,,,,
5,06003079,06 - Sở GDĐT Cao Bằng,,2.00,,,,,,,
6,16004548,16 - Sở GDĐT Vĩnh Phúc,,2.00,,,,,,,
7,09001192,09 - Sở GDĐT Tuyên Quang,,2.25,,,,,,,
8,04001990,04 - Sở GDĐT Đà Nẵng,,2.75,,,,,,,
9,14005142,14 - Sở GDĐT Sơn La,,3.50,,,,,,,
10,04002124,04 - Sở GDĐT Đà Nẵng,,3.75,,,,,,,
11,04007627,04 - Sở GDĐT Đà Nẵng,,5.00,,,,,,,
12,05002611,05 - Sở GDĐT Hà Giang,,5.00,,,,,,,
13,15008999,15 - Sở GDĐT Phú Thọ,,5.25,,,,,,,
14,05001395,05 - Sở GDĐT Hà Giang,,5.50,,,,,,,
15,08003917,08 - Sở GDĐT Lào Cai,,5.50,,,,,,,
16,09003038,09 - Sở GDĐT Tuyên Quang,,5.75,,,,,,,
17,10002557,10 - Sở GDĐT Lạng Sơn,,5.75,,,,,,,
18,13002172,13 - Sở GDĐT Yên Bái,,5.75,,,,,,,
19,10002411,10 - Sở GDĐT Lạng Sơn,,6.00,,,,,,,
20,12008751,12 - Sở GDĐT Thái Nguyên,,6.00,,,,,,,
21,16007477,16 - Sở GDĐT Vĩnh Phúc,,6.00,,,,,,,
22,10004271,10 - Sở GDĐT Lạng Sơn,,6.50,,,,,,,
23,13005337,13 - Sở GDĐT Yên Bái,,6.50,,,,,,,
24,10000451,10 - Sở GDĐT Lạng Sơn,,6.75,,,,,,,
25,12007707,12 - Sở GDĐT Thái Nguyên,,6.75,,,,,,,
26,13006520,13 - Sở GDĐT Yên Bái,,6.75,,,,,,,
27,10008428,10 - Sở GDĐT Lạng Sơn,,7.25,,,,,,,
28,12005059,12 - Sở GDĐT Thái Nguyên,,7.25,,,,,,,
29,16007559,16 - Sở GDĐT Vĩnh Phúc,,7.25,,,,,,,
30,03015139,03 - Sở GDĐT Hải Phòng,,7.50,,,,,,,
31,03022487,03 - Sở GDĐT Hải Phòng,,7.50,,,,,,,
32,09001736,09 - Sở GDĐT Tuyên Quang,,7.50,,,,,,,
33,10008195,10 - Sở GDĐT Lạng Sơn,,7.50,,,,,,,
34,16007555,16 - Sở GDĐT Vĩnh Phúc,,7.50,,,,,,,
35,15011232,15 - Sở GDĐT Phú Thọ,,7.75,,,,,,,
36,12007618,12 - Sở GDĐT Thái Nguyên,,8.00,,,,,,,
37,12008847,12 - Sở GDĐT Thái Nguyên,,8.00,,,,,,,
38,16005092,16 - Sở GDĐT Vĩnh Phúc,,8.00,,,,,,,
39,07003277,07 - Sở GDĐT Lai Châu,,8.25,,,,,,,
40,12011752,12 - Sở GDĐT Thái Nguyên,,8.25,,,,,,,
41,17001821,17 - Sở GDĐT Quảng Ninh,,8.30,,,,,,,
42,15005005,15 - Sở GDĐT Phú Thọ,,8.50,,,,,,,
43,06001729,06 - Sở GDĐT Cao Bằng,2.00,2.25,,,,,,,
44,09003134,09 - Sở GDĐT Tuyên Quang,2.00,3.50,,,,,,,
45,04002596,04 - Sở GDĐT Đà Nẵng,2.40,,,,,,,,
46,12002789,12 - Sở GDĐT Thái Nguyên,2.40,1.50,,,,,,,
47,04003920,04 - Sở GDĐT Đà Nẵng,2.40,2.50,,,,,,,
48,04002746,04 - Sở GDĐT Đà Nẵng,2.60,2.75,,,,,,,
49,08001094,08 - Sở GDĐT Lào Cai,3.00,4.00,,,,,,,
50,11001440,11 - Sở GDĐT Bắc Kạn,3.00,5.00,,,,,,,
51,12007790,12 - Sở GDĐT Thái Nguyên,3.20,2.25,,,,,,,
52,04012120,04 - Sở GDĐT Đà Nẵng,3.20,5.00,,,,,,,
53,16007317,16 - Sở GDĐT Vĩnh Phúc,3.40,,,,,,,,
54,05000464,05 - Sở GDĐT Hà Giang,3.60,3.50,,,,,,,
55,14010772,14 - Sở GDĐT Sơn La,3.80,6.75,,,,,,,
56,14003113,14 - Sở GDĐT Sơn La,4.00,7.00,,,,,,,
57,16004854,16 - Sở GDĐT Vĩnh Phúc,4.60,,,,,,,,
58,04002649,04 - Sở GDĐT Đà Nẵng,4.60,5.00,,,,,,,
59,16008337,16 - Sở GDĐT Vĩnh Phúc,4.80,5.00,,,,,,,
60,04002599,04 - Sở GDĐT Đà Nẵng,5.00,3.50,,,,,,,
61,14005130,14 - Sở GDĐT Sơn La,5.00,7.50,,,,,,,
62,17002114,17 - Sở GDĐT Quảng Ninh,5.20,3.75,,,,,,,
63,04002328,04 - Sở GDĐT Đà Nẵng,5.60,4.50,,,,,,,
64,04004360,04 - Sở GDĐT Đà Nẵng,5.60,6.00,,,,,,,
65,04003441,04 - Sở GDĐT Đà Nẵng,6.60,7.50,,,,,,,
66,05004866,05 - Sở GDĐT Hà Giang,6.60,8.00,,,,,,,
67,04000320,04 - Sở GDĐT Đà Nẵng,6.80,,,,,,,,
68,04006892,04 - Sở GDĐT Đà Nẵng,6.80,,,,,,,,
69,13002839,13 - Sở GDĐT Yên Bái,7.00,6.00,,,,,,,
70,14004851,14 - Sở GDĐT Sơn La,7.20,6.75,,,,,,,
71,07002584,07 - Sở GDĐT Lai Châu,7.40,7.00,,,,,,,
72,11000309,11 - Sở GDĐT Bắc Kạn,7.60,8.25,,,,,,,
73,08004696,08 - Sở GDĐT Lào Cai,7.80,,,,,,,,
74,04006954,04 - Sở GDĐT Đà Nẵng,8.20,,,,,,,,
75,16007616,16 - Sở GDĐT Vĩnh Phúc,8.20,,,,,,,,
76,12007787,12 - Sở GDĐT Thái Nguyên,8.40,8.00,,,,,,,
77,03015512,03 - Sở GDĐT Hải Phòng,8.40,8.25,,,,,,,
78,03022390,03 - Sở GDĐT Hải Phòng,8.60,9.00,,,,,,,
79,17001980,17 - Sở GDĐT Quảng Ninh,2.80,2.00,,,,,1.75,,
80,12013313,12 - Sở GDĐT Thái Nguyên,3.80,4.50,,,,,1.75,,
81,14005258,14 - Sở GDĐT Sơn La,7.40,8.00,,,,,10.0,,
82,08003547,08 - Sở GDĐT Lào Cai,8.40,7.75,,,,,10.0,,
83,08003648,08 - Sở GDĐT Lào Cai,8.40,8.00,,,,,10.0,,
84,11001843,11 - Sở GDĐT Bắc Kạn,9.00,8.75,,,,,10.0,,
85,05004252,05 - Sở GDĐT Hà Giang,2.20,5.50,,,,,2.00,,
86,04012254,04 - Sở GDĐT Đà Nẵng,2.40,5.00,,,,,2.25,,
87,04006835,04 - Sở GDĐT Đà Nẵng,3.40,3.75,,,,,2.25,,
88,12013282,12 - Sở GDĐT Thái Nguyên,3.60,4.25,,,,,2.75,,
89,17002207,17 - Sở GDĐT Quảng Ninh,4.00,1.50,,,,,2.75,,
90,12013508,12 - Sở GDĐT Thái Nguyên,2.80,2.75,,,,,3.00,,
91,16005031,16 - Sở GDĐT Vĩnh Phúc,3.00,3.50,,,,,3.00,,
92,17003198,17 - Sở GDĐT Quảng Ninh,3.20,3.50,,,,,3.00,,
93,04006723,04 - Sở GDĐT Đà Nẵng,6.40,4.25,,,,,3.00,,
94,15014225,15 - Sở GDĐT Phú Thọ,2.80,6.00,,,,,3.25,,
95,16007397,16 - Sở GDĐT Vĩnh Phúc,4.00,6.00,,,,,3.25,,
96,09001751,09 - Sở GDĐT Tuyên Quang,4.60,3.50,,,,,3.25,,
97,08000044,08 - Sở GDĐT Lào Cai,1.80,4.25,,,,,3.50,,
98,11001611,11 - Sở GDĐT Bắc Kạn,2.60,1.75,,,,,3.50,,
99,12005021,12 - Sở GDĐT Thái Nguyên,2.20,4.25,,,,,3.75,,
100,04006641,04 - Sở GDĐT Đà Nẵng,5.60,5.75,,,,,3.75,,
101,09006584,09 - Sở GDĐT Tuyên Quang,1.60,3.25,,,,,4.00,,
102,16004914,16 - Sở GDĐT Vĩnh Phúc,1.60,4.25,,,,,4.00,,
103,16007260,16 - Sở GDĐT Vĩnh Phúc,1.80,3.75,,,,,4.00,,
104,09006470,09 - Sở GDĐT Tuyên Quang,2.60,2.50,,,,,4.00,,
105,16004806,16 - Sở GDĐT Vĩnh Phúc,2.80,3.75,,,,,4.00,,
106,14009939,14 - Sở GDĐT Sơn La,3.60,3.75,,,,,4.00,,
107,09004489,09 - Sở GDĐT Tuyên Quang,3.80,1.75,,,,,4.00,,
108,05004992,05 - Sở GDĐT Hà Giang,3.80,2.25,,,,,4.00,,
109,04006860,04 - Sở GDĐT Đà Nẵng,4.20,5.00,,,,,4.00,,
110,03018793,03 - Sở GDĐT Hải Phòng,4.40,4.25,,,,,4.00,,
111,16004604,16 - Sở GDĐT Vĩnh Phúc,2.40,4.75,,,,,4.25,,
112,06003959,06 - Sở GDĐT Cao Bằng,2.60,4.00,,,,,4.25,,
113,06002274,06 - Sở GDĐT Cao Bằng,3.60,4.00,,,,,4.25,,
114,09001226,09 - Sở GDĐT Tuyên Quang,4.20,5.25,,,,,4.25,,
115,04006798,04 - Sở GDĐT Đà Nẵng,4.40,2.75,,,,,4.25,,
116,04006997,04 - Sở GDĐT Đà Nẵng,,,,,,,4.50,,
117,14011211,14 - Sở GDĐT Sơn La,1.40,3.75,,,,,4.50,,
118,12000568,12 - Sở GDĐT Thái Nguyên,1.80,6.75,,,,,4.50,,
119,04003874,04 - Sở GDĐT Đà Nẵng,2.20,4.50,,,,,4.50,,
120,12012347,12 - Sở GDĐT Thái Nguyên,2.60,5.50,,,,,4.50,,
121,16004575,16 - Sở GDĐT Vĩnh Phúc,3.80,3.50,,,,,4.50,,
122,03018808,03 - Sở GDĐT Hải Phòng,4.00,4.25,,,,,4.50,,
123,04006682,04 - Sở GDĐT Đà Nẵng,4.20,5.50,,,,,4.50,,
124,04006903,04 - Sở GDĐT Đà Nẵng,5.40,3.50,,,,,4.50,,
125,04006301,04 - Sở GDĐT Đà Nẵng,5.40,5.00,,,,,4.50,,
126,13004786,13 - Sở GDĐT Yên Bái,5.40,5.00,,,,,4.50,,
127,03018762,03 - Sở GDĐT Hải Phòng,5.60,4.75,,,,,4.50,,
128,04007617,04 - Sở GDĐT Đà Nẵng,5.80,5.50,,,,,4.50,,
129,12007688,12 - Sở GDĐT Thái Nguyên,6.00,6.50,,,,,4.50,,
130,04006853,04 - Sở GDĐT Đà Nẵng,4.00,5.75,,,,,4.75,,
131,04006883,04 - Sở GDĐT Đà Nẵng,4.40,5.00,,,,,4.75,,
132,09006463,09 - Sở GDĐT Tuyên Quang,5.60,5.00,,,,,4.75,,
133,05001863,05 - Sở GDĐT Hà Giang,2.80,2.25,,,,,5.00,,
134,09006332,09 - Sở GDĐT Tuyên Quang,3.60,5.50,,,,,5.00,,
135,04006768,04 - Sở GDĐT Đà Nẵng,3.80,3.25,,,,,5.00,,
136,14008460,14 - Sở GDĐT Sơn La,3.80,5.50,,,,,5.00,,
137,14001070,14 - Sở GDĐT Sơn La,4.00,7.50,,,,,5.00,,
138,04002725,04 - Sở GDĐT Đà Nẵng,4.20,5.00,,,,,5.00,,
139,14001131,14 - Sở GDĐT Sơn La,6.20,4.50,,,,,5.00,,
140,04006980,04 - Sở GDĐT Đà Nẵng,6.60,5.75,,,,,5.00,,
141,09001272,09 - Sở GDĐT Tuyên Quang,,4.25,,,,,5.25,,
142,13006509,13 - Sở GDĐT Yên Bái,2.60,4.00,,,,,5.25,,
143,03018781,03 - Sở GDĐT Hải Phòng,2.80,6.25,,,,,5.25,,
144,15008045,15 - Sở GDĐT Phú Thọ,3.20,4.50,,,,,5.25,,
145,09006459,09 - Sở GDĐT Tuyên Quang,3.60,3.75,,,,,5.25,,
146,09006275,09 - Sở GDĐT Tuyên Quang,4.80,2.25,,,,,5.25,,
147,15007903,15 - Sở GDĐT Phú Thọ,5.40,5.50,,,,,5.25,,
148,09006337,09 - Sở GDĐT Tuyên Quang,5.40,6.50,,,,,5.25,,
149,15007832,15 - Sở GDĐT Phú Thọ,6.80,6.75,,,,,5.25,,
150,16004981,16 - Sở GDĐT Vĩnh Phúc,4.00,5.50,,,,,5.50,,
151,14004792,14 - Sở GDĐT Sơn La,5.20,4.75,,,,,5.50,,
152,04006884,04 - Sở GDĐT Đà Nẵng,5.80,6.00,,,,,5.50,,
153,16007735,16 - Sở GDĐT Vĩnh Phúc,1.80,6.25,,,,,5.75,,
154,12004429,12 - Sở GDĐT Thái Nguyên,2.80,1.75,,,,,5.75,,
155,09001880,09 - Sở GDĐT Tuyên Quang,4.00,4.75,,,,,5.75,,
156,03018761,03 - Sở GDĐT Hải Phòng,6.00,3.50,,,,,5.75,,
157,16007323,16 - Sở GDĐT Vĩnh Phúc,6.00,7.00,,,,,5.75,,
158,04006995,04 - Sở GDĐT Đà Nẵng,1.80,5.25,,,,,6.00,,
159,06001232,06 - Sở GDĐT Cao Bằng,2.00,4.00,,,,,6.00,,
160,12004402,12 - Sở GDĐT Thái Nguyên,4.40,,,,,,6.00,,
161,06000417,06 - Sở GDĐT Cao Bằng,6.20,,,,,,6.00,,
162,08003866,08 - Sở GDĐT Lào Cai,6.80,5.50,,,,,6.00,,
163,12002800,12 - Sở GDĐT Thái Nguyên,7.20,7.00,,,,,6.00,,
164,12007853,12 - Sở GDĐT Thái Nguyên,,,,,,,6.25,,
165,10002738,10 - Sở GDĐT Lạng Sơn,2.20,6.25,,,,,6.25,,
166,09006657,09 - Sở GDĐT Tuyên Quang,3.40,5.25,,,,,6.25,,
167,13006524,13 - Sở GDĐT Yên Bái,4.60,5.00,,,,,6.25,,
168,16007444,16 - Sở GDĐT Vĩnh Phúc,5.60,6.50,,,,,6.25,,
169,13001670,13 - Sở GDĐT Yên Bái,6.20,4.00,,,,,6.25,,
170,16007688,16 - Sở GDĐT Vĩnh Phúc,6.20,7.50,,,,,6.25,,
171,16007453,16 - Sở GDĐT Vĩnh Phúc,6.40,7.75,,,,,6.25,,
172,14006817,14 - Sở GDĐT Sơn La,6.60,7.25,,,,,6.25,,
173,15007609,15 - Sở GDĐT Phú Thọ,7.60,6.50,,,,,6.25,,
174,14004736,14 - Sở GDĐT Sơn La,2.00,4.00,,,,,6.50,,
175,04006794,04 - Sở GDĐT Đà Nẵng,2.40,3.50,,,,,6.50,,
176,12012019,12 - Sở GDĐT Thái Nguyên,4.00,,,,,,6.50,,
177,15007679,15 - Sở GDĐT Phú Thọ,5.00,6.50,,,,,6.50,,
178,04006966,04 - Sở GDĐT Đà Nẵng,5.40,5.25,,,,,6.50,,
179,12002925,12 - Sở GDĐT Thái Nguyên,5.40,5.75,,,,,6.50,,
180,13000631,13 - Sở GDĐT Yên Bái,7.60,3.50,,,,,6.50,,
181,15007667,15 - Sở GDĐT Phú Thọ,8.00,6.00,,,,,6.50,,
182,04006866,04 - Sở GDĐT Đà Nẵng,4.20,4.00,,,,,6.75,,
183,15014409,15 - Sở GDĐT Phú Thọ,4.60,5.00,,,,,6.75,,
184,15005163,15 - Sở GDĐT Phú Thọ,4.80,5.75,,,,,6.75,,
185,10002790,10 - Sở GDĐT Lạng Sơn,5.40,5.00,,,,,6.75,,
186,16007371,16 - Sở GDĐT Vĩnh Phúc,6.00,7.50,,,,,6.75,,
187,12007752,12 - Sở GDĐT Thái Nguyên,6.60,7.25,,,,,6.75,,
188,16005052,16 - Sở GDĐT Vĩnh Phúc,7.00,6.00,,,,,6.75,,
189,04006724,04 - Sở GDĐT Đà Nẵng,7.40,5.25,,,,,6.75,,
190,10004346,10 - Sở GDĐT Lạng Sơn,7.60,8.25,,,,,6.75,,
191,15014556,15 - Sở GDĐT Phú Thọ,2.40,4.50,,,,,7.00,,
192,09001507,09 - Sở GDĐT Tuyên Quang,3.80,3.50,,,,,7.00,,
193,13004843,13 - Sở GDĐT Yên Bái,5.20,7.00,,,,,7.00,,
194,13006449,13 - Sở GDĐT Yên Bái,6.00,6.25,,,,,7.00,,
195,14008423,14 - Sở GDĐT Sơn La,6.80,6.50,,,,,7.00,,
196,16007167,16 - Sở GDĐT Vĩnh Phúc,7.80,8.00,,,,,7.00,,
197,04004367,04 - Sở GDĐT Đà Nẵng,3.00,5.00,,,,,7.25,,
198,07000400,07 - Sở GDĐT Lai Châu,6.80,5.00,,,,,7.25,,
199,05000490,05 - Sở GDĐT Hà Giang,6.80,5.50,,,,,7.25,,
200,16005004,16 - Sở GDĐT Vĩnh Phúc,7.60,6.25,,,,,7.25,,
201,15004882,15 - Sở GDĐT Phú Thọ,1.40,7.75,,,,,7.50,,
202,15014099,15 - Sở GDĐT Phú Thọ,4.00,5.50,,,,,7.50,,
203,04006801,04 - Sở GDĐT Đà Nẵng,4.20,1.25,,,,,7.50,,
204,04006718,04 - Sở GDĐT Đà Nẵng,4.60,2.75,,,,,7.50,,
205,04006790,04 - Sở GDĐT Đà Nẵng,4.60,4.00,,,,,7.50,,
206,06003240,06 - Sở GDĐT Cao Bằng,5.60,6.00,,,,,7.50,,
207,08003359,08 - Sở GDĐT Lào Cai,6.40,6.25,,,,,7.50,,
208,04006678,04 - Sở GDĐT Đà Nẵng,6.60,5.50,,,,,7.50,,
209,04007394,04 - Sở GDĐT Đà Nẵng,,,,,,,7.75,,
210,16005045,16 - Sở GDĐT Vĩnh Phúc,4.60,3.75,,,,,7.75,,
211,04006861,04 - Sở GDĐT Đà Nẵng,5.20,6.00,,,,,7.75,,
212,14002156,14 - Sở GDĐT Sơn La,5.80,6.50,,,,,7.75,,
213,16007211,16 - Sở GDĐT Vĩnh Phúc,6.20,5.25,,,,,7.75,,
214,14001759,14 - Sở GDĐT Sơn La,6.40,5.50,,,,,7.75,,
215,14006910,14 - Sở GDĐT Sơn La,6.40,6.25,,,,,7.75,,
216,15007565,15 - Sở GDĐT Phú Thọ,6.80,7.00,,,,,7.75,,
217,14010981,14 - Sở GDĐT Sơn La,7.20,8.00,,,,,7.75,,
218,07000179,07 - Sở GDĐT Lai Châu,7.40,4.25,,,,,7.75,,
219,10003819,10 - Sở GDĐT Lạng Sơn,7.40,8.50,,,,,7.75,,
220,12008241,12 - Sở GDĐT Thái Nguyên,7.60,7.50,,,,,7.75,,
221,05000041,05 - Sở GDĐT Hà Giang,8.00,6.25,,,,,7.75,,
222,15008013,15 - Sở GDĐT Phú Thọ,8.60,5.75,,,,,7.75,,
223,04006993,04 - Sở GDĐT Đà Nẵng,5.40,5.00,,,,,8.00,,
224,15015156,15 - Sở GDĐT Phú Thọ,5.40,6.75,,,,,8.00,,
225,03018809,03 - Sở GDĐT Hải Phòng,5.60,7.50,,,,,8.00,,
226,16007500,16 - Sở GDĐT Vĩnh Phúc,6.80,6.25,,,,,8.00,,
227,06001957,06 - Sở GDĐT Cao Bằng,7.40,6.00,,,,,8.00,,
228,05002493,05 - Sở GDĐT Hà Giang,4.80,7.75,,,,,8.25,,
229,15005113,15 - Sở GDĐT Phú Thọ,5.60,7.00,,,,,8.25,,
230,16004959,16 - Sở GDĐT Vĩnh Phúc,5.60,7.50,,,,,8.25,,
231,11000866,11 - Sở GDĐT Bắc Kạn,6.20,5.75,,,,,8.25,,
232,04006864,04 - Sở GDĐT Đà Nẵng,6.40,5.00,,,,,8.25,,
233,14006761,14 - Sở GDĐT Sơn La,6.40,6.75,,,,,8.25,,
234,10002831,10 - Sở GDĐT Lạng Sơn,7.00,6.00,,,,,8.25,,
235,04006877,04 - Sở GDĐT Đà Nẵng,7.40,3.50,,,,,8.25,,
236,07000223,07 - Sở GDĐT Lai Châu,7.40,5.00,,,,,8.25,,
237,10002071,10 - Sở GDĐT Lạng Sơn,7.60,5.75,,,,,8.25,,
238,04006747,04 - Sở GDĐT Đà Nẵng,7.60,6.00,,,,,8.25,,
239,07000401,07 - Sở GDĐT Lai Châu,7.60,6.00,,,,,8.25,,
240,06004360,06 - Sở GDĐT Cao Bằng,7.60,7.25,,,,,8.25,,
241,10003769,10 - Sở GDĐT Lạng Sơn,8.00,7.00,,,,,8.25,,
242,08003300,08 - Sở GDĐT Lào Cai,5.60,6.00,,,,,8.50,,
243,07000360,07 - Sở GDĐT Lai Châu,5.80,5.75,,,,,8.50,,
244,14001136,14 - Sở GDĐT Sơn La,5.80,6.25,,,,,8.50,,
245,14001094,14 - Sở GDĐT Sơn La,6.00,5.50,,,,,8.50,,
246,15014440,15 - Sở GDĐT Phú Thọ,6.00,7.00,,,,,8.50,,
247,07000457,07 - Sở GDĐT Lai Châu,6.20,5.50,,,,,8.50,,
248,12008020,12 - Sở GDĐT Thái Nguyên,6.60,7.75,,,,,8.50,,
249,14000766,14 - Sở GDĐT Sơn La,6.80,6.25,,,,,8.50,,
250,14007549,14 - Sở GDĐT Sơn La,7.00,7.75,,,,,8.50,,
251,04006905,04 - Sở GDĐT Đà Nẵng,7.60,6.00,,,,,8.50,,
252,17003342,17 - Sở GDĐT Quảng Ninh,7.60,7.25,,,,,8.50,,
253,12007630,12 - Sở GDĐT Thái Nguyên,7.80,6.50,,,,,8.50,,
254,04006814,04 - Sở GDĐT Đà Nẵng,7.80,7.00,,,,,8.50,,
255,03020179,03 - Sở GDĐT Hải Phòng,7.80,8.25,,,,,8.50,,
256,04006813,04 - Sở GDĐT Đà Nẵng,7.80,8.50,,,,,8.50,,
257,04006283,04 - Sở GDĐT Đà Nẵng,8.00,6.25,,,,,8.50,,
258,11001561,11 - Sở GDĐT Bắc Kạn,8.20,8.50,,,,,8.50,,
259,07000458,07 - Sở GDĐT Lai Châu,6.40,6.25,,,,,8.75,,
260,15008084,15 - Sở GDĐT Phú Thọ,6.80,6.25,,,,,8.75,,
261,14001792,14 - Sở GDĐT Sơn La,7.00,7.00,,,,,8.75,,
262,13001141,13 - Sở GDĐT Yên Bái,7.00,7.50,,,,,8.75,,
263,06003295,06 - Sở GDĐT Cao Bằng,7.00,8.75,,,,,8.75,,
